epoch,split,step,seen,loss,roc_auc,acc,f1
17,val,2116,200,0.2748068407177925,0.7261434217955958,0.695,0.7829181494661922
17,val,2126,220,0.3440787769854069,0.7032733633183409,0.6727272727272727,0.7677419354838709
17,val,2136,240,0.3564510092139244,0.7134122670807452,0.6666666666666666,0.7515527950310559
18,train,8561,20,0.2654362142086029,0.6388888888888888,0.6,0.7333333333333333
18,train,8571,40,0.39221743643283846,0.5913978494623655,0.65,0.7586206896551724
18,train,8581,60,0.3939003586769104,0.6285909712722298,0.65,0.7407407407407407
18,train,8591,80,0.3649799734354019,0.6151792524790237,0.6625,0.7476635514018691
18,train,8601,100,0.2893394514918327,0.6253170979198376,0.67,0.7518796992481203
18,train,8611,120,0.43705450296401976,0.6167328042328043,0.6333333333333333,0.7142857142857143
18,train,8621,140,0.3927233129739761,0.6032126588348118,0.6071428571428571,0.6783625730994152
18,train,8631,160,0.3408646762371063,0.6004780290494576,0.56875,0.6270270270270271
18,train,8641,180,0.37899029552936553,0.5856727272727273,0.5444444444444444,0.594059405940594
18,train,8651,200,0.29242225289344786,0.588878096163186,0.53,0.5803571428571429
18,train,8661,220,0.3382053285837173,0.5965544871794872,0.5454545454545454,0.5967741935483871
18,train,8671,240,0.28576327711343763,0.596569139672588,0.5416666666666666,0.6014492753623188
18,train,8681,260,0.3241475701332092,0.5962406015037593,0.55,0.6163934426229508
18,train,8691,280,0.2585107430815697,0.6096883065316657,0.5607142857142857,0.6350148367952523
18,train,8701,300,0.47246927171945574,0.5885337392186707,0.5666666666666667,0.644808743169399
18,train,8711,320,0.3094204545021057,0.6040649203295347,0.58125,0.6616161616161617
18,train,8721,340,0.3698042452335358,0.5931144810659187,0.5735294117647058,0.6572104018912529
18,train,8731,360,0.3486321359872818,0.5954977410811654,0.5722222222222222,0.65625
18,train,8741,380,0.34545108675956726,0.5930917247905787,0.5631578947368421,0.6483050847457628
18,train,8751,400,0.2998350828886032,0.6100940438871474,0.565,0.6448979591836734
18,train,8761,420,0.30343577861785886,0.6174910905203136,0.5666666666666667,0.64453125
18,train,8771,440,0.2798746347427368,0.6166150670794635,0.5704545454545454,0.6519337016574586
18,train,8781,460,0.3727007254958153,0.616731470814132,0.5739130434782609,0.6537102473498233
18,train,8791,480,0.30064224898815156,0.6158238718743727,0.5770833333333333,0.6588235294117647
18,train,8801,500,0.3388273447751999,0.6189178668742701,0.58,0.662379421221865
18,train,8811,520,0.387028306722641,0.6127098321342925,0.5788461538461539,0.663594470046083
18,train,8821,540,0.3310394883155823,0.6182289131492942,0.5814814814814815,0.665680473372781
18,train,8831,560,0.33260630816221237,0.6155365853658537,0.5767857142857142,0.6619115549215406
18,train,8841,580,0.2592281594872475,0.6176371126414165,0.5775862068965517,0.663923182441701
18,train,8851,600,0.3135327622294426,0.6175430237930238,0.58,0.6684210526315789
18,train,8861,620,0.28870417177677155,0.6179961527442394,0.5806451612903226,0.6700507614213198
18,train,8871,640,0.2978687435388565,0.6198634101169117,0.58125,0.6715686274509803
18,train,8881,660,0.32290846705436704,0.6208805168408827,0.5818181818181818,0.6729857819905213
18,train,8891,680,0.2505111411213875,0.6235351787773934,0.586764705882353,0.6803185437997725
18,train,8901,700,0.29452054649591447,0.6249672217123378,0.59,0.6849615806805708
18,train,8911,720,0.3181027680635452,0.6270769008354072,0.5930555555555556,0.6879659211927582
18,train,8921,740,0.3074003577232361,0.629970480137629,0.5972972972972973,0.6927835051546392
18,train,8931,760,0.2988013610243797,0.636168051708218,0.6013157894736842,0.6960882647943831
18,train,8941,780,0.25039306581020354,0.6399846413219055,0.6076923076923076,0.7029126213592233
18,train,8951,800,0.3533292144536972,0.6373410181549717,0.60875,0.704438149197356
18,train,8961,820,0.33552745878696444,0.6386156735421442,0.6097560975609756,0.7047970479704797
18,train,8971,840,0.2543123111128807,0.638985023429604,0.6107142857142858,0.7067264573991031
18,train,8981,860,0.2955396220088005,0.6373191042121433,0.6104651162790697,0.7074235807860262
18,train,8991,880,0.21910544186830522,0.6413512422162243,0.615909090909091,0.7135593220338983
18,train,9001,900,0.4182936906814575,0.6334538119991335,0.6144444444444445,0.7129859387923904
18,train,9011,920,0.4281127229332924,0.6328920863309353,0.6141304347826086,0.7125506072874493
18,train,9021,940,0.3306859344244003,0.6347852899333858,0.6148936170212767,0.7131537242472267
18,train,9031,960,0.33502177596092225,0.6320645634629494,0.6125,0.7116279069767442
18,train,9041,980,0.32778400331735613,0.6297946346393826,0.610204081632653,0.709726443768997
18,train,9051,1000,0.35643026530742644,0.6313832999072696,0.61,0.7089552238805971
18,val,2152,20,0.26297269612550733,0.7777777777777778,0.7,0.8
18,val,2162,40,0.5047877311706543,0.7243107769423559,0.65,0.65
18,val,2172,60,0.39280957281589507,0.7491657397107897,0.6833333333333333,0.6666666666666666
18,val,2182,80,0.30285711735486986,0.7448849104859335,0.675,0.7111111111111111
18,val,2192,100,0.18874265104532242,0.7653743315508021,0.69,0.752
18,val,2202,120,0.3711648166179657,0.7201646090534979,0.6666666666666666,0.7402597402597403
18,val,2212,140,0.21826861351728438,0.7272500000000001,0.6785714285714286,0.7593582887700535
18,val,2222,160,0.2653376132249832,0.73295567481614,0.6875,0.7727272727272727
18,val,2232,180,0.21752554476261138,0.732870989304813,0.6944444444444444,0.7843137254901961
18,val,2242,200,0.2756700783967972,0.7222614342179559,0.7,0.7931034482758621
18,val,2252,220,0.25571986585855483,0.704647676161919,0.6863636363636364,0.7850467289719626
18,val,2262,240,0.3784202247858047,0.7268051242236023,0.6791666666666667,0.7687687687687688
19,train,9064,20,0.289245967566967,0.41666666666666663,0.6,0.7333333333333333
19,train,9074,40,0.3158170789480209,0.4509803921568627,0.55,0.6785714285714286
19,train,9084,60,0.45122298300266267,0.44565217391304346,0.55,0.6582278481012658
19,train,9094,80,0.2880519270896912,0.544434857635893,0.6125,0.7102803738317757
19,train,9104,100,0.3918573081493378,0.5997023809523809,0.63,0.7086614173228346
19,train,9114,120,0.3275068536400795,0.5845170454545454,0.5916666666666667,0.6711409395973155
19,train,9124,140,0.317598482966423,0.5829326923076923,0.5642857142857143,0.6432748538011696
19,train,9134,160,0.3549840360879898,0.5904963680387408,0.5625,0.6391752577319587
19,train,9144,180,0.2916636526584625,0.5989300411522633,0.5666666666666667,0.6486486486486487
19,train,9154,200,0.350398114323616,0.5869333333333333,0.57,0.656
19,train,9164,220,0.3631753072142601,0.5841136759581882,0.5727272727272728,0.6594202898550725
19,train,9174,240,0.30763826966285707,0.5882870370370371,0.5875,0.6775244299674267
19,train,9184,260,0.3212538942694664,0.6068416119962511,0.5884615384615385,0.6747720364741642
19,train,9194,280,0.3542110577225685,0.6243440041983731,0.5928571428571429,0.6742857142857143
19,train,9204,300,0.38008995950222013,0.6247762362944731,0.59,0.6666666666666666
19,train,9214,320,0.36564795970916747,0.6066139932419002,0.571875,0.649616368286445
19,train,9224,340,0.26431539505720136,0.6078643578643579,0.5705882352941176,0.6507177033492823
19,train,9234,360,0.2882936954498291,0.6155905256327061,0.5694444444444444,0.6501128668171557
19,train,9244,380,0.4212657317519188,0.6191105938778387,0.5763157894736842,0.6537634408602151
19,train,9254,400,0.2483678475022316,0.6198718577359353,0.5775,0.6585858585858586
19,train,9264,420,0.3139700204133987,0.6221509971509972,0.5761904761904761,0.6576923076923077
19,train,9274,440,0.2282153472304344,0.6322727272727272,0.5909090909090909,0.6762589928057554
19,train,9284,460,0.375912681221962,0.6232766225582862,0.5934782608695652,0.6814310051107325
19,train,9294,480,0.32468348890542986,0.6245949074074074,0.6020833333333333,0.691437802907916
19,train,9304,500,0.28647628873586656,0.6291716712422787,0.608,0.6984615384615385
19,train,9314,520,0.3250375047326088,0.6267837213010203,0.6076923076923076,0.6991150442477876
19,train,9324,540,0.32731982320547104,0.6180966423412158,0.6037037037037037,0.6977401129943502
19,train,9334,560,0.27936592847108843,0.6183168663723635,0.6071428571428571,0.7035040431266847
19,train,9344,580,0.1765022411942482,0.6258784552573455,0.6137931034482759,0.712082262210797
19,train,9354,600,0.34809928238391874,0.621670125938295,0.6183333333333333,0.7183271832718328
19,train,9364,620,0.33410310223698614,0.6201782796451915,0.617741935483871,0.7195266272189349
19,train,9374,640,0.36635869890451433,0.6154471766973304,0.621875,0.723744292237443
19,train,9384,660,0.37479196190834047,0.6081759149940967,0.6212121212121212,0.724669603524229
19,train,9394,680,0.28619036823511124,0.6117840341432659,0.6264705882352941,0.7297872340425532
19,train,9404,700,0.37828136533498763,0.6125007080147267,0.6285714285714286,0.7308488612836439
19,train,9414,720,0.3256070792675018,0.617337210664792,0.6333333333333333,0.7338709677419355
19,train,9424,740,0.35125927478075025,0.625115764944881,0.6351351351351351,0.7337278106508875
19,train,9434,760,0.2811788931488991,0.6315811820652173,0.6381578947368421,0.7353224254090471
19,train,9444,780,0.3414255023002625,0.6312411033223216,0.6358974358974359,0.7330827067669173
19,train,9454,800,0.3411629647016525,0.6279118402745174,0.6325,0.7297794117647058
19,train,9464,820,0.3833871841430664,0.6263225806451613,0.6280487804878049,0.7254725472547254
19,train,9474,840,0.36237667948007585,0.6225849817553294,0.6214285714285714,0.7190812720848057
19,train,9484,860,0.33007382303476335,0.6226446886446886,0.6209302325581395,0.7179930795847751
19,train,9494,880,0.297571188211441,0.6290056057563588,0.6238636363636364,0.7197290431837426
19,train,9504,900,0.3360497668385506,0.6285827574487368,0.6244444444444445,0.7201986754966887
19,train,9514,920,0.32262710481882095,0.6268904876099122,0.6195652173913043,0.7159090909090909
19,train,9524,940,0.26098436266183855,0.6268327041538204,0.6170212765957447,0.7142857142857143
19,train,9534,960,0.3441509574651718,0.630306562124744,0.61875,0.7149532710280374
19,train,9544,980,0.29818435609340666,0.6359121621621622,0.6224489795918368,0.7175572519083969
19,train,9554,1000,0.37728344798088076,0.6326367772961549,0.622,0.7170658682634731
19,val,2278,20,0.29163443446159365,0.33333333333333337,0.7,0.8235294117647058
19,val,2288,40,0.48021114319562913,0.6854636591478697,0.7,0.7142857142857143
19,val,2298,60,0.3948700577020645,0.7308120133481646,0.7166666666666667,0.711864406779661
19,val,2308,80,0.3017085626721382,0.7346547314578006,0.7125,0.7472527472527473
19,val,2318,100,0.17224157601594925,0.7577985739750447,0.73,0.7874015748031497
19,val,2328,120,0.3769049197435379,0.7173156062044952,0.7083333333333334,0.7770700636942676
19,val,2338,140,0.21169059127569198,0.726375,0.7142857142857143,0.7916666666666666
19,val,2348,160,0.26509948521852494,0.7277877161598092,0.71875,0.8
19,val,2358,180,0.20348803028464318,0.7318683155080214,0.7388888888888889,0.8212927756653993
19,val,2368,200,0.2533818155527115,0.7248729531338227,0.745,0.8294314381270903
19,val,2378,220,0.25929419621825217,0.7066466766616691,0.7227272727272728,0.8145896656534954
19,val,2388,240,0.34406741708517075,0.726368400621118,0.7125,0.7976539589442815
20,train,9567,20,0.3012742966413498,0.5882352941176471,0.55,0.6896551724137931
20,train,9577,40,0.3142967730760574,0.5098039215686274,0.525,0.6666666666666666
20,train,9587,60,0.3944262519478798,0.4791666666666667,0.5333333333333333,0.6744186046511628
20,train,9597,80,0.39384118765592574,0.4351073762838468,0.5,0.6428571428571429
20,train,9607,100,0.34717500060796735,0.503015350877193,0.51,0.6370370370370371
20,train,9617,120,0.393173822760582,0.5477185649599443,0.5333333333333333,0.6410256410256411
20,train,9627,140,0.33521252274513247,0.5527605779153767,0.5071428571428571,0.6057142857142858
20,train,9637,160,0.2844280868768692,0.5238397965670694,0.46875,0.5728643216080402
20,train,9647,180,0.29216698706150057,0.5482940078085216,0.49444444444444446,0.5991189427312775
20,train,9657,200,0.33527150601148603,0.5553042763157895,0.51,0.6201550387596899
20,train,9667,220,0.33824153393507006,0.5691097724230255,0.5181818181818182,0.6214285714285714
20,train,9677,240,0.4393537566065788,0.581054945054945,0.525,0.6148648648648649
20,train,9687,260,0.39079499542713164,0.5655413965273121,0.5076923076923077,0.5870967741935483
20,train,9697,280,0.3644991546869278,0.5644232614675965,0.4928571428571429,0.5617283950617284
20,train,9707,300,0.33640764802694323,0.5664578205415082,0.49,0.5565217391304348
20,train,9717,320,0.32362270057201387,0.5653945537666467,0.484375,0.5504087193460491
20,train,9727,340,0.2833190128207207,0.5797777777777777,0.5058823529411764,0.5778894472361809
20,train,9737,360,0.2863707959651947,0.584692521444968,0.5111111111111111,0.5887850467289719
20,train,9747,380,0.41889083236455915,0.5746071428571429,0.5105263157894737,0.5903083700440529
20,train,9757,400,0.39964728355407714,0.5743277524099443,0.515,0.592436974789916
20,train,9767,420,0.3305541142821312,0.5609677419354839,0.4976190476190476,0.5771543086172345
20,train,9777,440,0.340637081861496,0.560334448160535,0.4954545454545455,0.5747126436781609
20,train,9787,460,0.3535192310810089,0.5672349403433892,0.49782608695652175,0.5730129390018485
20,train,9797,480,0.2897131383419037,0.5748923863330643,0.5041666666666667,0.5809859154929577
20,train,9807,500,0.3596869856119156,0.5793161377558338,0.508,0.5844594594594594
20,train,9817,520,0.3105141222476959,0.5773399203431372,0.5096153846153846,0.5893719806763285
20,train,9827,540,0.4010447770357132,0.5780636223344557,0.5111111111111111,0.5887850467289719
20,train,9837,560,0.2960929900407791,0.5788160300439789,0.5107142857142857,0.5898203592814372
20,train,9847,580,0.3643202677369118,0.5818471434668618,0.5155172413793103,0.5945165945165946
20,train,9857,600,0.2743916645646095,0.5900753193195487,0.52,0.6
20,train,9867,620,0.3246033251285553,0.5993140193140193,0.5290322580645161,0.6075268817204301
20,train,9877,640,0.30108303725719454,0.6021432430055653,0.534375,0.6149870801033591
20,train,9887,660,0.3358479768037796,0.599227308874672,0.5363636363636364,0.6194029850746269
20,train,9897,680,0.31876945346593855,0.595305735930736,0.538235294117647,0.6244019138755981
20,train,9907,700,0.2597053498029709,0.6036004273504274,0.5428571428571428,0.62877030162413
20,train,9917,720,0.32051669955253603,0.6048850719878757,0.5486111111111112,0.6360582306830908
20,train,9927,740,0.25630425214767455,0.6063571573623696,0.5540540540540541,0.6443965517241379
20,train,9937,760,0.3819164901971817,0.6011315287558685,0.5539473684210526,0.64576802507837
20,train,9947,780,0.24683889001607895,0.6093094772155438,0.5615384615384615,0.6531440162271805
20,train,9957,800,0.38270938247442243,0.6048668830093711,0.56,0.6521739130434783
20,train,9967,820,0.3400870129466057,0.601380411751684,0.5597560975609757,0.6532180595581172
20,train,9977,840,0.23545571118593217,0.6026016744129252,0.5595238095238095,0.6542056074766355
20,train,9987,860,0.34590708315372465,0.6034714210041288,0.5627906976744186,0.6575591985428051
20,train,9997,880,0.29696743488311766,0.6100933275305853,0.5693181818181818,0.6631111111111111
20,train,10007,900,0.4062394753098488,0.604319341563786,0.5677777777777778,0.6626192541196878
20,train,10017,920,0.35089038759469987,0.6052972185047656,0.5695652173913044,0.6638370118845501
20,train,10027,940,0.26872348934412005,0.6076880705067674,0.5702127659574469,0.6644518272425249
20,train,10037,960,0.31738822907209396,0.6095555336323911,0.571875,0.6655817737998373
20,train,10047,980,0.24170576632022858,0.6190640591589451,0.5795918367346938,0.6724960254372019
20,train,10057,1000,0.25690854489803316,0.6199995686959521,0.582,0.6759689922480621
20,val,2404,20,0.27925440967082976,0.6388888888888888,0.65,0.7878787878787878
20,val,2414,40,0.5298858925700187,0.7192982456140351,0.7,0.7142857142857143
20,val,2424,60,0.41877896189689634,0.7597330367074528,0.7166666666666667,0.711864406779661
20,val,2434,80,0.3146943785250187,0.741687979539642,0.7125,0.7526881720430108
20,val,2444,100,0.1413998171687126,0.7647058823529411,0.73,0.7906976744186046
20,val,2454,120,0.4047407418489456,0.7188983855650521,0.7083333333333334,0.779874213836478
20,val,2464,140,0.19235341399908065,0.72375,0.7214285714285714,0.8
20,val,2474,160,0.26302028968930247,0.7229179089644205,0.725,0.808695652173913
20,val,2484,180,0.16902738623321056,0.7334558823529411,0.75,0.8327137546468402
20,val,2494,200,0.23599444851279258,0.7284726143421795,0.755,0.839344262295082
20,val,2504,220,0.24184656217694284,0.7096451774112943,0.7363636363636363,0.8273809523809523
20,val,2514,240,0.3454566314816475,0.7313664596273292,0.725,0.8103448275862069
21,train,10070,20,0.37136934995651244,0.5466666666666666,0.65,0.7741935483870968
21,train,10080,40,0.2995285987854004,0.53125,0.675,0.8
21,train,10090,60,0.28059772700071334,0.6481178396072013,0.7166666666666667,0.8210526315789474
21,train,10100,80,0.295421239733696,0.6908602150537634,0.7375,0.832
21,train,10110,100,0.33761126548051834,0.6386946386946387,0.69,0.7947019867549668
21,train,10120,120,0.3870898962020874,0.6055356431700517,0.675,0.7845303867403315
21,train,10130,140,0.2518081769347191,0.5981671326498912,0.6642857142857143,0.7772511848341233
21,train,10140,160,0.464728282392025,0.5838277301691936,0.65,0.7647058823529411
21,train,10150,180,0.30693266838788985,0.5541007455901072,0.6388888888888888,0.758364312267658
21,train,10160,200,0.29840272217988967,0.5744463869463869,0.655,0.7676767676767676
21,train,10170,220,0.3706180155277252,0.5870750667130759,0.6409090909090909,0.7538940809968847
21,train,10180,240,0.24409008175134658,0.5761047463175122,0.6416666666666667,0.7556818181818182
21,train,10190,260,0.3428056836128235,0.5766571601417337,0.6384615384615384,0.7526315789473684
21,train,10200,280,0.32334841787815094,0.5813110387688665,0.6392857142857142,0.7518427518427518
21,train,10210,300,0.3660583794116974,0.5916305916305917,0.64,0.7511520737327189
21,train,10220,320,0.27320473045110705,0.5934419802867383,0.64375,0.7543103448275862
21,train,10230,340,0.34873729944229126,0.5980133098453709,0.638235294117647,0.7494908350305499
21,train,10240,360,0.41058148443698883,0.5977126124596842,0.6361111111111111,0.7446393762183235
21,train,10250,380,0.27461392283439634,0.5921738792029888,0.6263157894736842,0.7360594795539034
21,train,10260,400,0.23960085213184357,0.6031864575553896,0.635,0.743859649122807
21,train,10270,420,0.42452342063188553,0.5923047460981137,0.6309523809523809,0.7403685092127303
21,train,10280,440,0.34718593806028364,0.5834574607903269,0.625,0.736
21,train,10290,460,0.4134658083319664,0.5913506493506493,0.6282608695652174,0.7348837209302326
21,train,10300,480,0.37891680002212524,0.5873318491852975,0.6145833333333334,0.7209653092006033
21,train,10310,500,0.386176897585392,0.5927848318462594,0.61,0.7128129602356407
21,train,10320,520,0.32003633081912997,0.5848710705054998,0.5942307692307692,0.697274031563845
21,train,10330,540,0.2959351226687431,0.583264540337711,0.587037037037037,0.6898470097357441
21,train,10340,560,0.327564001083374,0.5840435729847494,0.5839285714285715,0.687248322147651
21,train,10350,580,0.3213801234960556,0.5866314935064935,0.5844827586206897,0.6874189364461738
21,train,10360,600,0.29979661405086516,0.588952850877193,0.5866666666666667,0.69
21,train,10370,620,0.28249641954898835,0.6022340425531915,0.5919354838709677,0.692588092345079
21,train,10380,640,0.32493142038583755,0.6033322248087796,0.5953125,0.6963657678780774
21,train,10390,660,0.351115408539772,0.6041835223241514,0.5954545454545455,0.6969353007945517
21,train,10400,680,0.3085483908653259,0.6050603118564284,0.5985294117647059,0.7003293084522503
21,train,10410,700,0.17209852635860443,0.6115038232795241,0.6071428571428571,0.7102212855637513
21,train,10420,720,0.24394340962171554,0.6131498305378393,0.6125,0.716751269035533
21,train,10430,740,0.2714477270841599,0.6157430340557275,0.6189189189189189,0.7235294117647059
21,train,10440,760,0.39784139692783355,0.6092649572649573,0.6197368421052631,0.7255460588793922
21,train,10450,780,0.28976683020591737,0.6115924111583115,0.6256410256410256,0.7316176470588235
21,train,10460,800,0.35210400372743605,0.6127927927927928,0.62875,0.7341092211280215
21,train,10470,820,0.40825012475252154,0.6132789581112461,0.6304878048780488,0.7353711790393013
21,train,10480,840,0.40563378632068636,0.6139918560561823,0.6297619047619047,0.7339606501283148
21,train,10490,860,0.3298134446144104,0.6134096374810725,0.6255813953488372,0.7298657718120806
21,train,10500,880,0.343635730445385,0.618321121129576,0.6272727272727273,0.7293729372937293
21,train,10510,900,0.31004419922828674,0.6173934458306063,0.6222222222222222,0.7244732576985413
21,train,10520,920,0.3938789278268814,0.616305547003284,0.6206521739130435,0.7223548130469372
21,train,10530,940,0.3640720099210739,0.6156429883649724,0.6191489361702127,0.7203125
21,train,10540,960,0.3635063201189041,0.6175277646468361,0.615625,0.715057915057915
21,train,10550,980,0.29042683988809587,0.6133603238866396,0.610204081632653,0.7106060606060606
21,train,10560,1000,0.41364836096763613,0.6109556619438873,0.608,0.7074626865671642
21,val,2530,20,0.27563339173793794,0.5833333333333333,0.55,0.6666666666666666
21,val,2540,40,0.4881649315357208,0.7293233082706768,0.65,0.5882352941176471
21,val,2550,60,0.40060765594244,0.7597330367074527,0.7,0.64
21,val,2560,80,0.2956863269209862,0.748081841432225,0.6625,0.6582278481012658
21,val,2570,100,0.19926030039787293,0.7696078431372549,0.69,0.7304347826086957
21,val,2580,120,0.3595104530453682,0.730136119025008,0.65,0.6956521739130435
21,val,2590,140,0.2330293521285057,0.7336250000000001,0.6428571428571429,0.7058823529411765
21,val,2600,160,0.27871407121419906,0.7283840190816936,0.65,0.72
21,val,2610,180,0.2156084179878235,0.734792780748663,0.6611111111111111,0.7404255319148936
21,val,2620,200,0.26757937073707583,0.7252258610954263,0.655,0.7415730337078652
21,val,2630,220,0.25426438376307486,0.7069590204897551,0.6318181818181818,0.7254237288135593
21,val,2640,240,0.37459283471107485,0.7268051242236025,0.6291666666666667,0.7100977198697068
22,train,10573,20,0.35969314724206924,0.41333333333333333,0.45,0.5217391304347826
22,train,10583,40,0.35340614914894103,0.5773809523809524,0.55,0.5909090909090909
22,train,10593,60,0.3252539724111557,0.6121751025991791,0.6,0.6666666666666666
22,train,10603,80,0.30211369395256044,0.6327683615819208,0.5875,0.6526315789473685
22,train,10613,100,0.30806208699941634,0.6236293859649122,0.6,0.6774193548387096
22,train,10623,120,0.3917424067854881,0.6007611453425155,0.5833333333333334,0.6621621621621622
22,train,10633,140,0.2037280634045601,0.6449652777777778,0.6142857142857143,0.7032967032967034
22,train,10643,160,0.28437780439853666,0.6469534050179212,0.6375,0.7314814814814815
22,train,10653,180,0.25887039452791216,0.6583924349881797,0.6555555555555556,0.752
22,train,10663,200,0.30468061193823814,0.6582167832167832,0.67,0.7659574468085106
22,train,10673,220,0.19226049780845642,0.675936507936508,0.6818181818181818,0.7784810126582279
22,train,10683,240,0.27804029211401937,0.6662868923611112,0.6833333333333333,0.7828571428571428
22,train,10693,260,0.3807669520378113,0.6703431372549019,0.6846153846153846,0.7807486631016043
22,train,10703,280,0.2942712396383286,0.67493824388053,0.6892857142857143,0.7851851851851852
22,train,10713,300,0.32047543823719027,0.6860226763179811,0.6933333333333334,0.786046511627907
22,train,10723,320,0.2753233820199966,0.685,0.690625,0.7843137254901961
22,train,10733,340,0.31726412326097486,0.6984593353414646,0.6970588235294117,0.7867494824016563
22,train,10743,360,0.47108298242092134,0.6669348875646992,0.6805555555555556,0.7740667976424361
22,train,10753,380,0.2735995456576347,0.6601196410767697,0.6736842105263158,0.7695167286245354
22,train,10763,400,0.33831234723329545,0.6573835125448029,0.665,0.7624113475177305
22,train,10773,420,0.32461552917957304,0.6513673149719358,0.6595238095238095,0.7580372250423012
22,train,10783,440,0.32628711611032485,0.6520187209336771,0.6613636363636364,0.7600644122383253
22,train,10793,460,0.41884092688560487,0.6465145217230149,0.6565217391304348,0.7546583850931677
22,train,10803,480,0.357047338783741,0.6408433618012422,0.6458333333333334,0.7447447447447447
22,train,10813,500,0.3458452165126801,0.6418936906557813,0.64,0.7376093294460642
22,train,10823,520,0.3729355737566948,0.6418430379746836,0.6365384615384615,0.7326732673267327
22,train,10833,540,0.327074921131134,0.6453087963567815,0.6296296296296297,0.7245179063360881
22,train,10843,560,0.3700525760650635,0.6378069506104329,0.6178571428571429,0.713903743315508
22,train,10853,580,0.3100557804107666,0.6437552254164255,0.6189655172413793,0.7126137841352406
22,train,10863,600,0.30852956920862196,0.6408336491095112,0.615,0.7087011349306431
22,train,10873,620,0.4031168594956398,0.6398300933506879,0.614516129032258,0.7067484662576687
22,train,10883,640,0.33959409296512605,0.643203125,0.6140625,0.7056019070321812
22,train,10893,660,0.37643052637577057,0.6368472604836241,0.603030303030303,0.6939252336448598
22,train,10903,680,0.24622735679149627,0.6424328031994048,0.6058823529411764,0.6968325791855203
22,train,10913,700,0.34329061061143873,0.6374042019027485,0.6014285714285714,0.6937431394072447
22,train,10923,720,0.30325663536787034,0.6380086480614973,0.6027777777777777,0.6957446808510638
22,train,10933,740,0.31293628811836244,0.6343520648482857,0.6027027027027027,0.6969072164948453
22,train,10943,760,0.3419048711657524,0.6352197414806111,0.6052631578947368,0.6987951807228916
22,train,10953,780,0.3447203546762466,0.6332872435325602,0.6051282051282051,0.6986301369863014
22,train,10963,800,0.36935064792633054,0.6362839357025403,0.6075,0.6998087954110899
22,train,10973,820,0.38254873752593993,0.6323529411764706,0.6036585365853658,0.695977549111319
22,train,10983,840,0.316271910071373,0.6339447523866575,0.6,0.6911764705882353
22,train,10993,860,0.385815703868866,0.6324836093857833,0.5988372093023255,0.6889089269612263
22,train,11003,880,0.3165186673402786,0.6319421487603306,0.5954545454545455,0.6849557522123894
22,train,11013,900,0.2977966547012329,0.6330370350803043,0.5933333333333334,0.682842287694974
22,train,11023,920,0.32539408653974533,0.6337628523941632,0.592391304347826,0.6813933729821581
22,train,11033,940,0.29950150549411775,0.634692316564581,0.5936170212765958,0.6827242524916943
22,train,11043,960,0.22035272121429444,0.6392017608217169,0.5979166666666667,0.6877022653721683
22,train,11053,980,0.3997225359082222,0.6358205267856641,0.5989795918367347,0.6893280632411067
22,train,11063,1000,0.3610371172428131,0.6321973862974704,0.598,0.6893353941267388
22,val,2656,20,0.31381890177726746,0.7777777777777778,0.55,0.6666666666666666
22,val,2666,40,0.3787368953227997,0.7769423558897244,0.7,0.6
22,val,2676,60,0.31883794367313384,0.7853170189098999,0.7166666666666667,0.6046511627906976
22,val,2686,80,0.3475476935505867,0.7679028132992327,0.625,0.5588235294117647
22,val,2696,100,0.23188266456127166,0.7918894830659536,0.6,0.5918367346938775
22,val,2706,120,0.3837307751178741,0.741215574548908,0.5666666666666667,0.5666666666666667
22,val,2716,140,0.2597214490175247,0.7473749999999999,0.5642857142857143,0.5906040268456376
22,val,2726,160,0.2904518410563469,0.7456768038163386,0.55625,0.5942857142857143
22,val,2736,180,0.24161202609539031,0.7516711229946524,0.5666666666666667,0.625
22,val,2746,200,0.286964151263237,0.7427300959909656,0.56,0.6271186440677966
22,val,2756,220,0.35179412364959717,0.7228260869565217,0.5454545454545454,0.6212121212121212
22,val,2766,240,0.4787145644426346,0.6741071428571429,0.5291666666666667,0.597864768683274
23,train,11076,20,0.38848304003477097,0.6458333333333334,0.65,0.6666666666666666
23,train,11086,40,0.37083556205034257,0.632,0.575,0.6046511627906976
23,train,11096,60,0.25857543498277663,0.6491108071135431,0.5666666666666667,0.6285714285714286
23,train,11106,80,0.3443461373448372,0.7007272727272728,0.625,0.6808510638297872
23,train,11116,100,0.33899146020412446,0.6966911764705883,0.61,0.6608695652173913
23,train,11126,120,0.3014749392867088,0.7069358515141648,0.625,0.6808510638297872
23,train,11136,140,0.3314494401216507,0.7058259410213377,0.6214285714285714,0.6787878787878788
23,train,11146,160,0.2552438646554947,0.7146262395118231,0.63125,0.694300518134715
23,train,11156,180,0.28204487562179564,0.7117931141922418,0.6277777777777778,0.6968325791855203
23,train,11166,200,0.31499606370925903,0.7154231974921631,0.645,0.714859437751004
23,train,11176,220,0.27082699090242385,0.7213917254447837,0.65,0.7220216606498195
23,train,11186,240,0.2338458329439163,0.7206018518518518,0.65,0.7290322580645161
23,train,11196,260,0.26182309091091155,0.7294722576530612,0.6653846153846154,0.7448680351906158
23,train,11206,280,0.41647320687770845,0.7017687074829931,0.6535714285714286,0.7371273712737128
23,train,11216,300,0.3101013496518135,0.6956170772542455,0.6566666666666666,0.743142144638404
