epoch,split,step,seen,loss,roc_auc,acc,f1
1,train,300,600,0.37851314544677733,0.5147580349301286,0.51,0.0392156862745098
1,train,310,620,0.3401164457201958,0.5234583194536976,0.5080645161290323,0.03785488958990536
1,train,320,640,0.3421717345714569,0.5321143928738865,0.50625,0.04242424242424243
1,train,330,660,0.39545725509524343,0.5283030998851894,0.5121212121212121,0.05847953216374269
1,train,340,680,0.34533911049365995,0.5297011709115456,0.5147058823529411,0.05714285714285714
1,train,350,700,0.388147634267807,0.530641657956624,0.5128571428571429,0.055401662049861494
1,train,360,720,0.41915053129196167,0.5283314427699455,0.5083333333333333,0.053475935828877004
1,train,370,740,0.39795407056808474,0.5241907795253158,0.5081081081081081,0.052083333333333336
1,train,380,760,0.36028294265270233,0.5256352542748509,0.5078947368421053,0.050761421319796954
1,train,390,780,0.3755352273583412,0.5291025641025641,0.5038461538461538,0.04914004914004914
1,train,400,800,0.3354457005858421,0.5304173359751486,0.5075,0.04830917874396135
1,train,410,820,0.4115974843502045,0.5294915496225439,0.5048780487804878,0.046948356807511735
1,train,420,840,0.4401735126972198,0.5270669402934307,0.5011904761904762,0.04555808656036447
1,train,430,860,0.33137677758932116,0.5283910221741481,0.5034883720930232,0.0447427293064877
1,train,440,880,0.3358476847410202,0.5324872545829266,0.5045454545454545,0.043859649122807015
1,train,450,900,0.38708253800868986,0.5338024691358025,0.5033333333333333,0.042826552462526764
1,train,460,920,0.3332963690161705,0.5354221115264828,0.5076086956521739,0.04631578947368421
1,train,470,940,0.3775887429714203,0.5337657045840407,0.5095744680851064,0.045548654244306416
1,train,480,960,0.3533157676458359,0.5355956779002479,0.5114583333333333,0.04480651731160896
1,train,490,980,0.40589347779750823,0.5346537540351973,0.5091836734693878,0.0437375745526839
1,train,500,1000,0.38808332979679105,0.5342652335484077,0.507,0.04271844660194175
1,val,10,20,0.3488513946533203,0.6666666666666666,0.1,0.0
1,val,20,40,0.37339218854904177,0.6616541353383459,0.475,0.0
1,val,30,60,0.35248213112354276,0.696329254727475,0.5166666666666667,0.0
1,val,40,80,0.34693175852298735,0.7062020460358056,0.425,0.0
1,val,50,100,0.3445671066641808,0.7000891265597148,0.35,0.029850746268656716
1,val,60,120,0.3742497116327286,0.6661918328584995,0.3333333333333333,0.024390243902439025
1,val,70,140,0.332634437084198,0.681875,0.29285714285714287,0.019801980198019802
1,val,80,160,0.3468387871980667,0.6817730073544027,0.28125,0.03361344537815126
1,val,90,180,0.34733276069164276,0.6726270053475937,0.25555555555555554,0.028985507246376812
1,val,100,200,0.3559224545955658,0.6561970638057595,0.245,0.03821656050955414
1,val,110,220,0.3460912436246872,0.6531734132933533,0.22727272727272727,0.0449438202247191
1,val,120,240,0.3822785645723343,0.6482434006211181,0.25416666666666665,0.05291005291005291
2,train,513,20,0.3671563476324081,0.5249999999999999,0.5,0.0
2,train,523,40,0.4116813212633133,0.4411764705882353,0.425,0.0
2,train,533,60,0.34912963807582853,0.5267857142857143,0.4666666666666667,0.0
2,train,543,80,0.35390461087226865,0.5755012531328322,0.475,0.0
2,train,553,100,0.3687728688120842,0.5594237695078031,0.51,0.0
2,train,563,120,0.3470213502645493,0.5662684078910808,0.5083333333333333,0.0
1,train,10,20,0.40504118278622625,0.453125,0.65,0.7741935483870968
1,train,20,40,0.5234383216360584,0.586894586894587,0.6,0.68
1,train,30,60,0.41129886284470557,0.557997557997558,0.5333333333333333,0.5625
1,train,40,80,0.36358582675457,0.5396363636363637,0.4875,0.5176470588235295
1,train,50,100,0.5107378356158734,0.5410989010989011,0.5,0.5098039215686274
1,train,60,120,0.4770078510046005,0.4898116702686014,0.45,0.4406779661016949
1,train,70,140,0.4222896873950958,0.4699954710144927,0.4357142857142857,0.40601503759398494
1,train,80,160,0.34892626851797104,0.47540116381590547,0.41875,0.3841059602649007
1,train,90,180,0.3385859727859497,0.4878048780487805,0.4388888888888889,0.44808743169398907
1,train,100,200,0.4239399120211601,0.485071225071225,0.455,0.47342995169082125
1,train,110,220,0.3003311961889267,0.4872097599370327,0.43636363636363634,0.4608695652173913
1,train,120,240,0.26729903668165206,0.5072040003390118,0.4583333333333333,0.5038167938931297
1,train,130,260,0.39926228672266006,0.5089030320366132,0.47307692307692306,0.5292096219931272
1,train,140,280,0.238455893099308,0.5359375,0.5,0.5652173913043478
1,train,150,300,0.20122404247522355,0.5544318181818182,0.52,0.5977653631284916
1,train,160,320,0.40176365450024604,0.5561270125223613,0.534375,0.618925831202046
1,train,170,340,0.2592618986964226,0.5614402958152958,0.5470588235294118,0.6384976525821596
1,train,180,360,0.4518326804041862,0.5532670454545454,0.5416666666666666,0.6373626373626373
1,train,190,380,0.40258365869522095,0.5481581437734394,0.5289473684210526,0.6199575371549894
1,train,200,400,0.3385988026857376,0.5396451033243487,0.5125,0.6012269938650306
1,train,210,420,0.2967745676636696,0.539514439953981,0.5142857142857142,0.603112840466926
1,train,220,440,0.35753560066223145,0.5389355290065655,0.525,0.6193078324225865
1,train,230,460,0.3177779048681259,0.5405020319159481,0.5369565217391304,0.6358974358974359
1,train,240,480,0.37250958681106566,0.5400960492932222,0.5375,0.6384364820846905
1,train,250,500,0.32199213951826094,0.539136004704301,0.536,0.6375
1,train,260,520,0.28348237872123716,0.5413764006358052,0.5365384615384615,0.6408345752608048
1,train,270,540,0.3394146516919136,0.542770821199767,0.5425925925925926,0.6486486486486487
1,train,280,560,0.32911401689052583,0.5465393794749404,0.5535714285714286,0.659400544959128
1,train,290,580,0.37187138199806213,0.5489161036036037,0.5551724137931034,0.6587301587301587
1,train,300,600,0.3717732012271881,0.5458101212147797,0.5516666666666666,0.6537966537966537
1,train,310,620,0.37699698507785795,0.5512320870377136,0.5516129032258065,0.648989898989899
1,train,320,640,0.31614994406700136,0.5568355888645542,0.5484375,0.6436498150431565
1,train,330,660,0.3221364140510559,0.5594063550150086,0.55,0.6451612903225806
1,train,340,680,0.2124139979481697,0.5642109961545504,0.5544117647058824,0.6513233601841196
1,train,350,700,0.38107274621725085,0.5656987529353735,0.56,0.6570155902004454
1,train,360,720,0.3453957766294479,0.5685375094720889,0.5638888888888889,0.6601731601731602
1,train,370,740,0.3614149153232574,0.5714102417883211,0.5635135135135135,0.6574761399787911
1,train,380,760,0.3909371316432953,0.5664034230713562,0.5565789473684211,0.6507772020725389
1,train,390,780,0.2804026961326599,0.5657303273282654,0.558974358974359,0.655310621242485
1,train,400,800,0.23268216252326965,0.5716708333333334,0.5675,0.666023166023166
1,train,410,820,0.328377490490675,0.5728768780239368,0.573170731707317,0.6735074626865671
1,train,420,840,0.47700379639863966,0.5672132255738493,0.575,0.6763372620126926
1,train,430,860,0.3508382350206375,0.5678641858869931,0.5709302325581396,0.6708296164139161
1,train,440,880,0.3972141891717911,0.5649226916376308,0.5647727272727273,0.6625550660792952
1,train,450,900,0.346968013048172,0.5611522295321637,0.5566666666666666,0.6533449174630755
1,train,460,920,0.3612367570400238,0.5611777678104208,0.5532608695652174,0.6490179333902647
1,train,470,940,0.2516880348324776,0.5607243096423721,0.5542553191489362,0.6511240632805995
1,train,480,960,0.19433729350566864,0.5660027858413709,0.5604166666666667,0.6591276252019386
1,train,490,980,0.3079818733036518,0.5682657657657657,0.5653061224489796,0.6656200941915228
1,train,500,1000,0.3768797814846039,0.5668260473588342,0.569,0.6707410236822001
1,val,10,20,0.2553360313177109,0.2777777777777778,0.85,0.918918918918919
1,val,20,40,0.7309278383851051,0.6553884711779449,0.55,0.6896551724137931
1,val,30,60,0.5692287117242814,0.6929922135706341,0.5666666666666667,0.675
1,val,40,80,0.27683435529470446,0.6879795396419438,0.625,0.7413793103448276
1,val,50,100,0.1465731993317604,0.7174688057040999,0.7,0.8076923076923077
1,val,60,120,0.3618623659014702,0.6764798987021209,0.7,0.8105263157894737
1,val,70,140,0.2016885682940483,0.6745,0.7357142857142858,0.8384279475982532
1,val,80,160,0.2638542354106903,0.6773007354402703,0.75,0.849624060150376
1,val,90,180,0.18336738646030426,0.693014705882353,0.7722222222222223,0.8655737704918033
1,val,100,200,0.21695729866623878,0.7014398644833427,0.78,0.8713450292397661
1,val,110,220,0.17953722253441812,0.6783483258370815,0.7863636363636364,0.8759894459102903
1,val,120,240,0.40817866623401644,0.7130725931677018,0.7833333333333333,0.868020304568528
2,train,513,20,0.23808930814266205,0.7361111111111112,0.7,0.8235294117647058
2,train,523,40,0.3366409778594971,0.6883116883116883,0.725,0.8307692307692308
2,train,533,60,0.3074457123875618,0.6502782931354361,0.6833333333333333,0.7956989247311828
2,train,543,80,0.25292485058307645,0.6866883116883118,0.7125,0.816
2,train,553,100,0.4065984085202217,0.6576250753465943,0.72,0.8205128205128205
2,train,563,120,0.3247195839881897,0.6845878136200717,0.7166666666666667,0.8111111111111111
2,train,573,140,0.32498506605625155,0.6553714116602545,0.6857142857142857,0.7843137254901961
2,train,583,160,0.38292564153671266,0.6598360655737705,0.66875,0.7644444444444445
2,train,593,180,0.3769537225365639,0.6336784926158548,0.6388888888888888,0.7389558232931727
2,train,603,200,0.3717454493045807,0.6312666666666665,0.615,0.7072243346007605
2,train,613,220,0.3338452070951462,0.6205509641873278,0.5863636363636363,0.6761565836298933
2,train,623,240,0.37758529782295225,0.5990277777777778,0.5666666666666667,0.6556291390728477
2,train,633,260,0.44049989283084867,0.6155806737588652,0.573076923076923,0.6430868167202572
2,train,643,280,0.38543452620506286,0.6022467631378522,0.5535714285714286,0.6153846153846154
2,train,653,300,0.3786827474832535,0.5788767061982547,0.53,0.5865102639296188
2,train,663,320,0.3381575971841812,0.5770065610971338,0.515625,0.5682451253481894
2,train,673,340,0.279422801733017,0.5861555555555555,0.5176470588235295,0.5751295336787565
2,train,683,360,0.416039365530014,0.5791031319822821,0.525,0.5879518072289157
2,train,693,380,0.3382908791303635,0.5859941817672005,0.531578947368421,0.5954545454545455
2,train,703,400,0.28931338638067244,0.5904729816454883,0.54,0.6068376068376068
2,train,713,420,0.27498974204063414,0.5969940116227618,0.5523809523809524,0.6254980079681275
2,train,723,440,0.29226506054401397,0.5998747822299652,0.5590909090909091,0.6367041198501873
2,train,733,460,0.3894361644983292,0.5941541451745533,0.5652173913043478,0.6466431095406361
2,train,743,480,0.25211107581853864,0.5987685933099001,0.5770833333333333,0.6633499170812603
2,train,753,500,0.351346854865551,0.600384,0.586,0.6740157480314961
2,train,763,520,0.32970446199178693,0.6022781065088757,0.5942307692307692,0.6846038863976084
2,train,773,540,0.4448848858475685,0.5952393827961641,0.5888888888888889,0.6791907514450867
2,train,783,560,0.32872512340545657,0.5867736420724792,0.5732142857142857,0.6629055007052186
2,train,793,580,0.3627776294946671,0.5845077060847433,0.5637931034482758,0.6500691562932227
2,train,803,600,0.31426860988140104,0.5799037037037036,0.55,0.6351351351351351
2,train,813,620,0.40249801576137545,0.5761854975168865,0.5467741935483871,0.6336375488917861
2,train,823,640,0.2707944542169571,0.5768773127263693,0.55,0.6381909547738693
2,train,833,660,0.3007565066218376,0.5797422572243276,0.5575757575757576,0.6473429951690821
2,train,843,680,0.3155616134405136,0.5802021687618915,0.5647058823529412,0.6566125290023201
2,train,853,700,0.34611026495695113,0.5802171423537703,0.5685714285714286,0.6621923937360179
2,train,863,720,0.27371414452791215,0.5835701179554391,0.575,0.6709677419354839
2,train,873,740,0.2702006697654724,0.5873235635171339,0.5824324324324325,0.6804550155118925
2,train,883,760,0.32418066561222075,0.5858255066732576,0.5842105263157895,0.684
2,train,893,780,0.39840714186429976,0.5841413083375859,0.5846153846153846,0.6848249027237354
2,train,903,800,0.36101737916469573,0.5835176944267852,0.58125,0.6794258373205742
2,train,913,820,0.32049757838249204,0.5782381694761116,0.5707317073170731,0.6691729323308271
2,train,923,840,0.3710687175393105,0.5765430385990874,0.5678571428571428,0.6666666666666666
2,train,933,860,0.3392117351293564,0.5759082456875326,0.5616279069767441,0.6594399277326106
2,train,943,880,0.3499975800514221,0.5736437371951391,0.5579545454545455,0.6542222222222223
2,train,953,900,0.3031777888536453,0.5717186983422283,0.5555555555555556,0.6521739130434783
2,train,963,920,0.39027588367462157,0.5710373050082101,0.5576086956521739,0.655376799322608
2,train,973,940,0.3715624764561653,0.5692651561543173,0.5531914893617021,0.6505823627287853
2,train,983,960,0.41856555044651034,0.5675498731348495,0.546875,0.6425636811832375
2,train,993,980,0.33096270859241483,0.5647410916257923,0.5408163265306123,0.6353322528363047
2,train,1003,1000,0.29987130016088487,0.5634815515610218,0.539,0.6338363780778395
2,val,136,20,0.25761056542396543,0.38888888888888884,0.8,0.8888888888888888
2,val,146,40,0.6597111448645592,0.6340852130325815,0.575,0.6909090909090909
2,val,156,60,0.5047854721546173,0.6796440489432702,0.5833333333333334,0.6753246753246753
2,val,166,80,0.2791065439581871,0.7100383631713556,0.6375,0.7433628318584071
2,val,176,100,0.18184930235147476,0.7330659536541889,0.71,0.8104575163398693
2,val,186,120,0.3502953380346298,0.7011712567268122,0.7,0.8064516129032258
2,val,196,140,0.21624714583158494,0.704625,0.7357142857142858,0.8355555555555556
2,val,206,160,0.2734070435166359,0.7114887696283044,0.75,0.8473282442748091
2,val,216,180,0.21447714567184448,0.7155748663101604,0.7722222222222223,0.8637873754152824
2,val,226,200,0.2473342552781105,0.712591756070017,0.78,0.8698224852071006
2,val,236,220,0.2024940237402916,0.6952148925537232,0.7772727272727272,0.868632707774799
2,val,246,240,0.43530118018388747,0.7214188664596274,0.7625,0.8527131782945736
3,train,1016,20,0.3410436511039734,0.5466666666666666,0.7,0.8125
3,train,1026,40,0.33132282048463824,0.6416666666666666,0.725,0.8253968253968254
3,train,1036,60,0.3509132578969002,0.5607407407407408,0.7166666666666667,0.8210526315789474
3,train,1046,80,0.36743131279945374,0.5540758676351897,0.6625,0.7692307692307693
3,train,1056,100,0.3697576761245728,0.5398274987316083,0.59,0.6870229007633588
3,train,1066,120,0.33717540502548216,0.5404829545454545,0.5333333333333333,0.6164383561643836
3,train,1076,140,0.321752142906189,0.5440705128205128,0.4928571428571429,0.5644171779141104
3,train,1086,160,0.31808667033910754,0.5461458333333333,0.5,0.5789473684210527
3,train,1096,180,0.32463844269514086,0.5427807486631016,0.5166666666666667,0.6063348416289592
3,train,1106,200,0.3129024311900139,0.5460526315789473,0.54,0.640625
3,train,1116,220,0.42283104211091993,0.5393619337979094,0.5545454545454546,0.6549295774647887
3,train,1126,240,0.35646013617515565,0.5288487956772597,0.5333333333333333,0.631578947368421
3,train,1136,260,0.3507600545883179,0.5220243673851921,0.5269230769230769,0.6238532110091743
3,train,1146,280,0.3050765961408615,0.52009066556769,0.5107142857142857,0.6051873198847262
3,train,1156,300,0.32681975662708285,0.5304651997129873,0.5166666666666667,0.6112600536193029
3,train,1166,320,0.31534516662359235,0.5453542728084458,0.534375,0.630272952853598
3,train,1176,340,0.19923364073038102,0.5674038461538462,0.55,0.6498855835240275
3,train,1186,360,0.3342165216803551,0.5699465240641711,0.5611111111111111,0.6638297872340425
3,train,1196,380,0.2691518545150757,0.5732020547945205,0.5684210526315789,0.6746031746031746
3,train,1206,400,0.30355643630027773,0.5789102202145681,0.5775,0.6841121495327103
3,train,1216,420,0.36928861141204833,0.56372170781893,0.5714285714285714,0.6808510638297872
3,train,1226,440,0.33898414224386214,0.5664300943368673,0.5795454545454546,0.6890756302521008
3,train,1236,460,0.44031504541635513,0.5663246753246753,0.5782608695652174,0.685064935064935
3,train,1246,480,0.33430253267288207,0.5619547502636373,0.5625,0.6677215189873418
3,train,1256,500,0.34157180190086367,0.5622863318555769,0.55,0.652241112828439
3,train,1266,520,0.32633027881383897,0.5542466430513222,0.5442307692307692,0.6457399103139013
3,train,1276,540,0.3411394730210304,0.5546224094869497,0.5407407407407407,0.6416184971098265
3,train,1286,560,0.2319594144821167,0.5580421730324074,0.5482142857142858,0.6510344827586206
3,train,1296,580,0.31272241175174714,0.5576721455627706,0.5568965517241379,0.6622864651773982
3,train,1306,600,0.5071451261639595,0.5423368717069176,0.555,0.6624525916561315
3,train,1316,620,0.29919483959674836,0.5466134301270418,0.5580645161290323,0.6650366748166259
3,train,1326,640,0.331765741109848,0.544095736683115,0.553125,0.6603325415676959
3,train,1336,660,0.45213728547096255,0.5409123001664229,0.5515151515151515,0.6566125290023201
3,train,1346,680,0.3755308538675308,0.5345492518185379,0.5411764705882353,0.6454545454545455
3,train,1356,700,0.3748996675014496,0.5380077691453939,0.5357142857142857,0.6360582306830908
3,train,1366,720,0.3510418713092804,0.535743119266055,0.5277777777777778,0.6255506607929515
3,train,1376,740,0.33950909972190857,0.536453373015873,0.5202702702702703,0.6153846153846154
3,train,1386,760,0.2635989338159561,0.5381145670938059,0.5223684210526316,0.6182965299684543
3,train,1396,780,0.30612774938344955,0.5398836030556461,0.5243589743589744,0.6218144750254841
3,train,1406,800,0.3482879176735878,0.5490648820752704,0.53125,0.6276067527308838
3,train,1416,820,0.3044123902916908,0.5532008184741304,0.5341463414634147,0.6319845857418112
3,train,1426,840,0.30451193302869795,0.5614980268837094,0.5416666666666666,0.6391752577319587
3,train,1436,860,0.37896051108837125,0.5645198039085985,0.5441860465116279,0.6416819012797075
3,train,1446,880,0.3424134060740471,0.568375590138136,0.5465909090909091,0.6434316353887399
3,train,1456,900,0.336452329158783,0.5690808823529412,0.5488888888888889,0.6457242582897034
3,train,1466,920,0.4603502780199051,0.5694549464398235,0.5467391304347826,0.6420600858369099
3,train,1476,940,0.34147250950336455,0.5690780141843972,0.5404255319148936,0.6338983050847458
3,train,1486,960,0.38747790157794954,0.5680636430265641,0.5354166666666667,0.626465661641541
3,train,1496,980,0.3375881463289261,0.5632907163221668,0.5285714285714286,0.6188118811881188
3,train,1506,1000,0.2950698837637901,0.5605577839598024,0.528,0.6199677938808373
3,val,262,20,0.2702271491289139,0.4444444444444444,0.55,0.7096774193548387
3,val,272,40,0.6002489984035492,0.6140350877192983,0.525,0.5777777777777777
3,val,282,60,0.46840032786130903,0.646273637374861,0.5833333333333334,0.5901639344262295
3,val,292,80,0.2907871872186661,0.6665601023017903,0.625,0.6875
3,val,302,100,0.2082764610648155,0.6766934046345812,0.65,0.732824427480916
3,val,312,120,0.3515360176563263,0.6435580880025324,0.625,0.7133757961783439
3,val,322,140,0.2320005938410759,0.6587500000000001,0.65,0.7461139896373057
3,val,332,160,0.28095541298389437,0.6673623534088652,0.675,0.7719298245614035
3,val,342,180,0.23847825527191163,0.6619318181818182,0.6833333333333333,0.7832699619771863
3,val,352,200,0.2704732224345207,0.6472332015810276,0.685,0.7878787878787878
3,val,362,220,0.23139941841363906,0.6333708145927037,0.6772727272727272,0.78419452887538
3,val,372,240,0.3682183861732483,0.6769701086956521,0.675,0.7719298245614035
4,train,1519,20,0.31873493939638137,0.5,0.7,0.8235294117647058
4,train,1529,40,0.32090534269809723,0.6577060931899642,0.7,0.8125
4,train,1539,60,0.2268538221716881,0.7087198515769944,0.75,0.8514851485148515
4,train,1549,80,0.42069592922925947,0.5709617180205416,0.7,0.8181818181818182
4,train,1559,100,0.31107665300369264,0.563592525617842,0.69,0.8121212121212121
4,train,1569,120,0.33161440342664716,0.5853109656301145,0.7,0.8181818181818182
4,train,1579,140,0.37771850675344465,0.5772569444444445,0.6642857142857143,0.7911111111111111
4,train,1589,160,0.395296573638916,0.5976041666666667,0.64375,0.7673469387755102
4,train,1599,180,0.3424493059515953,0.5971771576898117,0.6222222222222222,0.7424242424242424
4,train,1609,200,0.33460732400417326,0.6256976154236428,0.62,0.7285714285714285
4,train,1619,220,0.3578071892261505,0.6306835756263532,0.6045454545454545,0.7070707070707071
4,train,1629,240,0.3567067861557007,0.6214298153953327,0.5958333333333333,0.6959247648902821
4,train,1639,260,0.33866271674633025,0.6195692674565915,0.5961538461538461,0.6938775510204082
4,train,1649,280,0.2762287721037865,0.6100761217948718,0.5928571428571429,0.6935483870967742
4,train,1659,300,0.2532061606645584,0.623437037037037,0.6,0.7014925373134329
4,train,1669,320,0.3491230830550194,0.6114816954671989,0.6,0.7050691244239631
4,train,1679,340,0.31441416442394254,0.607061826432218,0.6,0.7081545064377682
4,train,1689,360,0.3700377747416496,0.5959959580649236,0.5972222222222222,0.7070707070707071
4,train,1699,380,0.3052853152155876,0.5920114942528736,0.6052631578947368,0.7169811320754716
4,train,1709,400,0.2713217303156853,0.596353893033519,0.6125,0.7246891651865008
4,train,1719,420,0.33128900080919266,0.5893204813124382,0.6166666666666667,0.7303182579564489
4,train,1729,440,0.4067884624004364,0.5854510073260073,0.615909090909091,0.7304625199362041
4,train,1739,460,0.31489425897598267,0.5925533861313679,0.6195652173913043,0.732824427480916
4,train,1749,480,0.37682556062936784,0.5880762358546754,0.6208333333333333,0.7339181286549707
4,train,1759,500,0.3296407639980316,0.5897368421052631,0.622,0.7334273624823695
4,train,1769,520,0.2556842789053917,0.5891856825109152,0.6269230769230769,0.738544474393531
4,train,1779,540,0.32126677334308623,0.5869277662755924,0.6277777777777778,0.7399741267787839
4,train,1789,560,0.3193384736776352,0.5910781330628659,0.6339285714285714,0.7453416149068323
4,train,1799,580,0.30134275257587434,0.5874272137072485,0.6327586206896552,0.7455197132616488
4,train,1809,600,0.5111433282494545,0.5796555190058479,0.6233333333333333,0.7372093023255814
4,train,1819,620,0.3617444306612015,0.5814751773049646,0.6161290322580645,0.7289293849658315
4,train,1829,640,0.39624249637126924,0.5804394469167196,0.60625,0.7174887892376681
4,train,1839,660,0.35640240609645846,0.5777268823361008,0.5954545454545455,0.7056229327453142
4,train,1849,680,0.3149282932281494,0.5722430988844771,0.5823529411764706,0.693304535637149
4,train,1859,700,0.35050698816776277,0.5696129887785689,0.58,0.6911764705882353
4,train,1869,720,0.33612392395734786,0.5647356574484049,0.575,0.6877551020408164
4,train,1879,740,0.35372788906097413,0.5616777959934424,0.572972972972973,0.6871287128712872
4,train,1889,760,0.41183213889598846,0.5622541306058222,0.5723684210526315,0.6859903381642513
4,train,1899,780,0.35925171077251433,0.5634079152494332,0.5653846153846154,0.6768350810295519
4,train,1909,800,0.32685559391975405,0.5579529561347742,0.555,0.6660412757973734
4,train,1919,820,0.389329195022583,0.5622629759443037,0.551219512195122,0.6586270871985158
4,train,1929,840,0.33584812879562376,0.5663335330113209,0.5464285714285714,0.6514181152790485
4,train,1939,860,0.27312077581882477,0.5652516814055892,0.5430232558139535,0.64816472694718
4,train,1949,880,0.4251536920666695,0.5635124586381502,0.5420454545454545,0.647419072615923
4,train,1959,900,0.36409319192171097,0.5636213991769548,0.54,0.6443298969072165
4,train,1969,920,0.3354577675461769,0.5638689350976686,0.5402173913043479,0.6436394271272114
4,train,1979,940,0.2787672430276871,0.5619459867523866,0.5382978723404256,0.642504118616145
4,train,1989,960,0.29875653684139253,0.5647474014420826,0.540625,0.6446414182111201
4,train,1999,980,0.4106645807623863,0.561591593100714,0.539795918367347,0.6440410418310971
4,train,2009,1000,0.31289999186992645,0.56162932615019,0.544,0.6492307692307693
4,val,388,20,0.2959790378808975,0.2777777777777778,0.6,0.75
4,val,398,40,0.5367804139852523,0.6190476190476191,0.575,0.6046511627906976
4,val,408,60,0.43414300084114077,0.6629588431590656,0.6166666666666667,0.6229508196721312
4,val,418,80,0.301637564599514,0.670076726342711,0.6625,0.7096774193548387
4,val,428,100,0.21184190064668657,0.6858288770053476,0.68,0.75
4,val,438,120,0.3606014415621758,0.6571699905033238,0.6583333333333333,0.7388535031847133
4,val,448,140,0.24458169639110566,0.65725,0.6785714285714286,0.7668393782383419
4,val,458,160,0.2842979997396469,0.6682568077916916,0.68125,0.775330396475771
4,val,468,180,0.23037723451852798,0.6748830213903744,0.7055555555555556,0.8
4,val,478,200,0.2670463800430298,0.6713721061547148,0.715,0.8106312292358804
4,val,488,220,0.2550159126520157,0.6526111944027986,0.7,0.8012048192771084
4,val,498,240,0.41724126040935516,0.6763392857142857,0.6958333333333333,0.7884057971014493
5,train,2022,20,0.26554651707410815,0.4722222222222222,0.6,0.75
5,train,2032,40,0.4539328500628471,0.4433333333333333,0.5,0.6551724137931034
5,train,2042,60,0.32408432960510253,0.5118518518518518,0.5833333333333334,0.7191011235955056
5,train,2052,80,0.2644208297133446,0.5009337068160598,0.6,0.7377049180327869
5,train,2062,100,0.4000081196427345,0.515625,0.6,0.7368421052631579
5,train,2072,120,0.2993671178817749,0.5839333080712391,0.6333333333333333,0.7555555555555555
5,train,2082,140,0.2519484832882881,0.6219618055555556,0.6642857142857143,0.7793427230046949
5,train,2092,160,0.38269077986478806,0.5776752362118215,0.6375,0.7583333333333333
5,train,2102,180,0.345461742579937,0.5984552707519946,0.65,0.7640449438202247
5,train,2112,200,0.32308152318000793,0.6010827850877192,0.655,0.7661016949152543
5,train,2122,220,0.3873946949839592,0.5823293172690763,0.6454545454545455,0.7577639751552795
5,train,2132,240,0.4027427464723587,0.5816466709405623,0.6375,0.7507163323782235
5,train,2142,260,0.3092865660786629,0.5677614795918368,0.6192307692307693,0.736
5,train,2152,280,0.3648596465587616,0.5588982759804931,0.6035714285714285,0.7231920199501247
5,train,2162,300,0.37172033190727233,0.5581037037037038,0.6,0.7156398104265402
5,train,2172,320,0.3020906031131744,0.5533481669845307,0.596875,0.7139689578713969
5,train,2182,340,0.26393374651670454,0.5529807692307692,0.6058823529411764,0.7242798353909465
5,train,2192,360,0.3981569916009903,0.5515978274598965,0.6083333333333333,0.7272727272727273
5,train,2202,380,0.27052130103111266,0.5471253716359705,0.618421052631579,0.7377938517179023
